endpoint,endpoint_string,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio,phecode_category
phecode_802,Throat pain,231,494,672,777,964,1034,1328,1570,1975,2912,0.004748494254527514,0.010155414850752406,0.013815221413593192,0.01597450657894737,0.01981948642036226,0.02125997203717411,0.0273065613883577,0.03228327027471624,0.04061362561434535,0.059883194867154724,12.610986063647083,Signs/Symptoms
phecode_373-1,Chorioretinal scars,18,21,26,24,33,38,34,53,77,227,3.58337314859054e-4,4.180602006688963e-4,5.176189528170416e-4,4.778306488542019e-4,6.570825534626259e-4,7.566857165614608e-4,6.77075035845149e-4,0.0010554404970527322,0.001533436890110328,0.004520831673703497,12.616134257415226,Eye
phecode_337,Polyneuropathies,246,364,400,483,561,651,828,1027,1373,3107,0.004924234841964089,0.007286412042597485,0.00800736677743524,0.009669476086564833,0.011231905820169379,0.013034337771548703,0.016579231909014457,0.020564677613135764,0.027494092674916898,0.062219641140660045,12.635392733593308,Neuro
phecode_666-3,Urticaria due to cold and heat,3,8,11,10,17,17,16,22,20,38,5.9725263786581725e-5,1.5927371187385522e-4,2.1900571405817588e-4,1.9910403185664509e-4,3.38483593501115e-4,3.384970729958982e-4,3.1860451223640455e-4,4.381161007667032e-4,3.982952961325527e-4,7.567912052895722e-4,12.671207413898403,Derm
phecode_363-5,Epiphora,103,186,270,340,412,435,563,702,911,1308,0.002062351080231464,0.0037242456400296336,0.005406379527842855,0.006808306133482849,0.00825056071771868,0.00871149917891617,0.011275560273176985,0.014060246755327672,0.018247736559570547,0.02620034853674659,12.704116572531408,Eye
phecode_523-4,Diverticulitis,188,262,328,443,526,693,772,976,1355,2392,0.0037633870483435093,0.005245140237432684,0.006566435106404276,0.0088694015656596,0.010531373883794498,0.013875540605478135,0.015457931200192223,0.019543452142571086,0.027134189078238582,0.04790227295484129,12.728500241803706,GI
phecode_552-1,Cholangitis,44,69,81,84,112,123,189,220,316,560,8.760926268840969e-4,0.0013738998845127634,0.0016129032258064516,0.0016727069974909396,0.002230364823960491,0.002449418512028039,0.0037638155929503136,0.004381510027683177,0.006293817718291905,0.011154711869808577,12.732343050849913,GI
phecode_374-3,Retinal vascular changes and occlusions,129,222,317,392,488,538,660,795,1008,1643,0.0025820139708973,0.004443643787906083,0.006345203066514542,0.007847062356120508,0.009769183032050127,0.01077077077077077,0.013214006847258094,0.01591687188419725,0.020182604517059107,0.032898820608317815,12.741534700869508,Eye
phecode_396-22,Presbycusis,64,76,122,205,213,315,350,416,558,816,0.001276196933139245,0.0015155442997587094,0.0024330900243309003,0.004088715146196497,0.004248274761657824,0.006282785168637932,0.006981429397801847,0.008298093034389213,0.011130837206518921,0.016278002752897525,12.755086875860282,Hearing
phecode_716-2,Degenerative disc disease,120,187,241,286,337,452,514,643,811,1531,0.002411527099535781,0.003757963063443259,0.004843539602467995,0.005748166013465983,0.006773188624258869,0.009085244517698137,0.010332073651202058,0.012926182052106787,0.016303801539915164,0.030779437486178403,12.763463239581029,Musc/Skel
phecode_471-3,Hypertrophy of nasal turbinates,25,36,56,62,73,87,85,105,179,319,4.992710642462005e-4,7.189790497493559e-4,0.0011185012083807697,0.0012383653577277994,0.0014581044641965445,0.0017378797866602744,0.0016979624450659209,0.0020975668224859165,0.0035759948857279848,0.006373371693438824,12.76535363222249,Resp
