endpoint,phecode_string,freq,phecode_category,delta,.lower,.upper,.width,.point,.interval,pos,highlight,endpoint_id
phecode_209-22,Hypopituitarism NOS,0.0010654950867731233,Endo,-0.31585511251839665,-0.35066256572830035,-0.277006527312311,0.9999734466277217,median,qi,neg,NO,1
phecode_209-2,Hypopituitarism,0.0012808688394292465,Endo,-0.2909464211468841,-0.3223382983255629,-0.2579273762408862,0.9999734466277217,median,qi,neg,NO,2
phecode_124-7,Chronic myeloproliferative disease,8.639893613844534e-4,Neoplasms,-0.2839768615801428,-0.33272839126341097,-0.23347031573850804,0.9999734466277217,median,qi,neg,NO,1
phecode_978,Tissue transplant or graft,6.987285529152508e-4,Stat,-0.2509089983532108,-0.29977661139607764,-0.19308275976247743,0.9999734466277217,median,qi,neg,NO,1
phecode_174-1,Hyposplenism*,0.0013180109582059123,Blood,-0.24036336470561792,-0.2776758459615696,-0.20359887238333926,0.9999734466277217,median,qi,neg,NO,1
phecode_441-1,Arteriovenous fistula,3.1049904760388285e-4,Cardio,-0.21366200217462833,-0.30944352327042146,-0.1415879947091792,0.9999734466277217,median,qi,neg,NO,1
phecode_110-4,Malignant neoplasm of the pituitary gland and craniopharyngeal duct,2.7868516339908314e-4,Neoplasms,-0.19978795372691743,-0.3041582528750031,-0.12156247322692337,0.9999734466277217,median,qi,neg,NO,2
phecode_979,Transplated organ,0.0029260922516359607,Stat,-0.1644453503555965,-0.20127154929133628,-0.1411319188688608,0.9999734466277217,median,qi,neg,NO,2
phecode_054-2,Hepatitis B,6.31763557008191e-4,ID,-0.1460927196189723,-0.19521847317934046,-0.09950819081950234,0.9999734466277217,median,qi,neg,NO,1
phecode_054,Hepatovirus,0.0018287034252096393,ID,-0.12487020960013834,-0.15280324216856292,-0.09896552367999681,0.9999734466277217,median,qi,neg,NO,2
phecode_120-13,Erythroid,8.145106364335188e-4,Neoplasms,-0.12366367143502516,-0.1741956536149922,-0.08713038722086303,0.9999734466277217,median,qi,neg,NO,3
phecode_540-3,Viral hepatitits,0.00184078235255193,GI,-0.11913499612463951,-0.16025595755739397,-0.08971505249120722,0.9999734466277217,median,qi,neg,NO,1
phecode_168-21,Primary hypercoagulable state [Primary thrombophilia],0.0012826794456594049,Blood,-0.08365032242060116,-0.11359002031895375,-0.0573442630196316,0.9999734466277217,median,qi,neg,NO,2
phecode_540-2,Acute hepatitis,8.900551834213721e-4,GI,-0.06295036765994066,-0.10609344117186942,-0.014058707934765748,0.9999734466277217,median,qi,neg,NO,2
phecode_124-3,Polycythemia vera,7.826222025736919e-4,Neoplasms,-0.053660709025636355,-0.09422074136214428,-0.01663428776942382,0.9999734466277217,median,qi,neg,NO,4
phecode_249-1,Cerebral amyloid angiopathy*,4.1993810390980287e-4,Metab,-0.05049883441372344,-0.07535409635318999,-0.027404186819821787,0.9999734466277217,median,qi,neg,NO,1
phecode_149-4,Benign neoplasm of the pituitary gland and craniopharyngeal duct,0.0010756650697688315,Neoplasms,-0.0498526196913428,-0.08801453904354327,-0.0020931610261262293,0.9999734466277217,median,qi,neg,NO,5
phecode_700-12,Cutaneous lupus erythematosus,7.549379715872421e-4,Musc/Skel,-0.03237147646406968,-0.07400399617558968,0.013579394536716895,0.9999734466277217,median,qi,neg,NO,1
phecode_540-1,Chronic hepatitis,0.0020036320820611066,GI,-0.03164689436590323,-0.06445418697326637,-0.006906726389023507,0.9999734466277217,median,qi,neg,NO,3
phecode_107-3,Malignant neoplasm of the testis,7.178656628219999e-4,Neoplasms,-0.03143894403346331,-0.07891548248046709,0.03602267659249549,0.9999734466277217,median,qi,neg,NO,6
phecode_324-21,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]*,4.2789816421736433e-4,Neuro,-0.025962840249372454,-0.056454010613507126,0.004820956011071456,0.9999734466277217,median,qi,neg,NO,1
phecode_106-13,Malignant neoplasm of the cervix,0.0019737282276589578,Neoplasms,-0.02538921899592117,-0.05858949472280524,-0.003887687312314668,0.9999734466277217,median,qi,neg,NO,7
phecode_121-21,Chronic lymphoid leukemia,0.0023245993203485104,Neoplasms,-0.023735011501223147,-0.037709002065555226,-0.01095547158100828,0.9999734466277217,median,qi,neg,NO,8
phecode_121-2,Chronic leukemia,0.0028012934564096027,Neoplasms,-0.02271083757287573,-0.034176585681146066,-0.01199229945155004,0.9999734466277217,median,qi,neg,NO,9
phecode_100-5,"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",2.090097119846169e-4,Neoplasms,-0.02105592138661233,-0.07795914569917367,0.0446013018472621,0.9999734466277217,median,qi,neg,NO,10
phecode_214-1,Primary ovarian failure,0.001671706279369675,Endo,-0.020933161408528578,-0.044271914156372494,0.003181531516237665,0.9999734466277217,median,qi,neg,NO,3
phecode_214,Ovarian dysfunction,0.0017606086780732545,Endo,-0.019983450022898364,-0.03997604689459271,0.005819377279835297,0.9999734466277217,median,qi,neg,NO,4
phecode_120-21,Mature B-cell,0.007154243168455893,Neoplasms,-0.01697632161929913,-0.024879476219487568,-0.008142501336547646,0.9999734466277217,median,qi,neg,NO,11
phecode_214-11,Premature menopause,0.0015492776768177396,Endo,-0.01686345829165664,-0.04737367481758829,0.0026963329086425155,0.9999734466277217,median,qi,neg,NO,5
phecode_729-1,Acquired deformity of nose,2.1704716295462917e-4,Musc/Skel,-0.01606382402133888,-0.08265106168480639,0.06651210518562307,0.9999734466277217,median,qi,neg,NO,2
phecode_120-2,Lymphoid,0.007977188635052106,Neoplasms,-0.01464110459418666,-0.024894037628063324,-0.006522946205630112,0.9999734466277217,median,qi,neg,NO,12
phecode_908,"Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",4.074496614463722e-4,Preg,-0.013411129646977438,-0.055465436385952645,0.031570852481456343,0.9999734466277217,median,qi,neg,NO,1
phecode_324-2,Degenerative diseases of the basal ganglia (excluding parkinsons),8.10046970782581e-4,Neuro,-0.011875727861402396,-0.03230127980087608,0.008238387429460063,0.9999734466277217,median,qi,neg,NO,2
phecode_904,Bleeding in pregnancy,3.932334174209823e-4,Preg,-0.011392187921745067,-0.024766108148726172,0.005925235853579285,0.9999734466277217,median,qi,neg,NO,2
phecode_136-8,Benign neoplasm of the pancreas,3.00528611916059e-4,Neoplasms,-0.009878175051487803,-0.07488361860990371,0.042284085822647456,0.9999734466277217,median,qi,neg,NO,13
phecode_467-4,Acute epiglottitis,2.249293363589315e-4,Resp,-0.009740052829266044,-0.06132313194629423,0.03563497364328137,0.9999734466277217,median,qi,neg,NO,1
phecode_938,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",6.42198769799582e-4,Preg,-0.009739512066660294,-0.03173714609435037,0.002724139221333061,0.9999734466277217,median,qi,neg,NO,3
phecode_122-21,Follicular lymphoma,0.0013322181731286217,Neoplasms,-0.008858844932346177,-0.03926941958855541,0.014676824476039102,0.9999734466277217,median,qi,neg,NO,14
phecode_628-1,Follicular cyst of ovary,6.381293275437155e-4,Genitourinary,-0.006799756987628192,-0.02903030410537638,0.017172361983247928,0.9999734466277217,median,qi,neg,NO,1
phecode_120,Hemo onc - by cell of origin,0.016297258141114657,Neoplasms,-0.006659912076580732,-0.013157076631305949,5.983038274171644e-4,0.9999734466277217,median,qi,neg,NO,15
phecode_932,Known or suspected fetal abnormality affecting management of mother,7.397527432497562e-4,Preg,-0.006451179578685573,-0.012627775595752204,0.00199621377169813,0.9999734466277217,median,qi,neg,NO,4
phecode_324-11,Parkinson's disease (Primary),0.008363530542034913,Neuro,-0.006405485734782668,-0.0131495533545998,-3.078163749207768e-4,0.9999734466277217,median,qi,neg,YES,3
phecode_106-4,Malignant neoplasm of the fallopian tube and uterine adnexa,6.292943853769546e-4,Neoplasms,-0.006285914497279721,-0.06239187943510286,0.04946648215093401,0.9999734466277217,median,qi,neg,NO,16
phecode_324-1,Parkinsonism,0.008696830829398199,Neuro,-0.0038357369042154588,-0.008290014376553108,0.001542999322285681,0.9999734466277217,median,qi,neg,NO,4
phecode_381-11,Ophthalmoplegia,5.61296794637028e-4,Eye,-0.003033336262421804,-0.040250315058036265,0.030645953824394518,0.9999734466277217,median,qi,neg,NO,1
phecode_105,Malignant neoplasm of the breast,0.02589494678144779,Neoplasms,-0.0021634771548698084,-0.004164744388769811,-8.810306360042178e-5,0.9999734466277217,median,qi,neg,NO,17
phecode_101-42,Malignant neoplasm of the rectum,0.005297410930297959,Neoplasms,2.508960145185535e-4,-0.008891676406832624,0.010446644123920117,0.9999734466277217,median,qi,pos,NO,18
phecode_122,Lymphoma,0.006336315833602836,Neoplasms,3.110820688756455e-4,-0.008096861263750194,0.0075953896315828955,0.9999734466277217,median,qi,pos,NO,19
phecode_337-21,Guillain-Barre syndrome [Acute infective polyneuritis],5.217242388700488e-4,Neuro,0.001477346558607151,-0.03399870237235961,0.03766951331762847,0.9999734466277217,median,qi,pos,NO,5
phecode_900-1,Spontaneous abortion,9.066005227670547e-4,Preg,0.002061552462633065,-0.003360852572746247,0.00738132957362039,0.9999734466277217,median,qi,pos,NO,5
phecode_328-1,Alzheimer's disease,0.010812209516416366,Neuro,0.002532594110652875,-2.7031191508657343e-4,0.007756542993259401,0.9999734466277217,median,qi,pos,NO,6
phecode_249,Amyloidosis,0.0010947670136746352,Metab,0.0033470674824440105,-0.014266960670763105,0.019379439161198605,0.9999734466277217,median,qi,pos,NO,2
phecode_106,Gynecological malignant neoplasms,0.015782083684358326,Neoplasms,0.003852298505300278,-0.005703535380576987,0.01836630994721237,0.9999734466277217,median,qi,pos,NO,20
phecode_629,Female infertility,8.290838056082409e-4,Genitourinary,0.004293167502855966,-0.007068020639592584,0.017424262275136024,0.9999734466277217,median,qi,pos,NO,2
phecode_930,Maternal care for abnormality of pelvic organs,3.7227474613442434e-4,Preg,0.004598969362898386,-0.005337666899902371,0.01640090263996647,0.9999734466277217,median,qi,pos,NO,6
phecode_121,Leukemia,0.004428994566409006,Neoplasms,0.004820089181420906,-0.007190491825864537,0.018408596133408568,0.9999734466277217,median,qi,pos,NO,21
phecode_122-2,Non-Hodgkin lymphoma,0.005877095685341973,Neoplasms,0.00497763010349106,-0.0037200859689776105,0.01401730542451247,0.9999734466277217,median,qi,pos,NO,22
phecode_108-5,Malignant neoplasm of the bladder,0.007475079740837289,Neoplasms,0.005145052050501087,0.0015363136235496426,0.008827646661804184,0.9999734466277217,median,qi,pos,NO,23
phecode_107-2,Malignant neoplasm of the prostate,0.05924071941171259,Neoplasms,0.006245408155234611,0.0049235645565916955,0.008107539991427545,0.9999734466277217,median,qi,pos,NO,24
phecode_614-3,Pelvic inflammatory disease (PID),0.0026779977045733963,Genitourinary,0.0065356526787969105,-0.011044175186138636,0.025798429411891647,0.9999734466277217,median,qi,pos,NO,3
phecode_107,Malignant neoplasm of male genitalia,0.0612675899784363,Neoplasms,0.00674416359656782,0.004738556875667218,0.008826509839581533,0.9999734466277217,median,qi,pos,NO,25
phecode_130,"Cancer (solid tumor, excluding BCC)",0.14917446393136266,Neoplasms,0.0069420783406606845,0.005760815867378352,0.008477391420451355,0.9999734466277217,median,qi,pos,NO,26
phecode_146-5,Benign neoplasm of the bladder,3.642863967895022e-4,Neoplasms,0.007332525510604371,-0.02788785468720903,0.03426672419261188,0.9999734466277217,median,qi,pos,NO,27
phecode_520-11,Inguinal hernia,0.041631141398480995,GI,0.007797159986499491,0.006550393999763957,0.008913508146169907,0.9999734466277217,median,qi,pos,NO,4
phecode_140,Benign neoplasm of the breast,0.00295628164569699,Neoplasms,0.008925352121702368,0.0022009949238516666,0.013925734978911378,0.9999734466277217,median,qi,pos,NO,28
phecode_609,Male infertility,0.0012368066620304756,Genitourinary,0.008932448108667002,4.011094089187524e-4,0.018342002992301053,0.9999734466277217,median,qi,pos,NO,4
phecode_101-4,Malignant neoplasm of the colon and rectum,0.016112763325901704,Neoplasms,0.009161477705159793,0.0049712517669820025,0.013748969131675346,0.9999734466277217,median,qi,pos,NO,29
phecode_440-22,Thrombosis of cerebral or precerebral arteries,0.0015664434766685508,Cardio,0.009600358034317635,-0.012012759060414163,0.03599404903868982,0.9999734466277217,median,qi,pos,NO,2
phecode_619-32,Erosion and ectropion of cervix,0.0029719235364396653,Genitourinary,0.010533321671880536,0.0037928050146083725,0.018267725604634737,0.9999734466277217,median,qi,pos,NO,5
phecode_101-41,Malignant neoplasm of the colon,0.012087284177045748,Neoplasms,0.011027733545928675,0.005711132565568849,0.01689706145132014,0.9999734466277217,median,qi,pos,NO,30
phecode_486-41,Hiccough,0.0011387934364087391,Resp,0.011142884110444395,0.0010863960110638377,0.025124577199256835,0.9999734466277217,median,qi,pos,NO,2
phecode_627-4,Menorrhagia/Excessive and frequent menstruation,0.03230146318472975,Genitourinary,0.011701765359646232,0.010117784695931685,0.013112479428686393,0.9999734466277217,median,qi,pos,NO,6
phecode_626-2,Dysmenorrhea,0.0035374684424556682,Genitourinary,0.013009667563993688,0.009504465910486806,0.017266596629876726,0.9999734466277217,median,qi,pos,NO,7
phecode_168-2,Hyper-coagulability,0.0016611527284533154,Blood,0.013566091564132077,-0.011904190478724659,0.04128367639778295,0.9999734466277217,median,qi,pos,NO,3
phecode_626-14,Irregular menstrual bleeding,0.009582018473855545,Genitourinary,0.01382707741376249,0.010014783629285236,0.016204079689269752,0.9999734466277217,median,qi,pos,NO,8
phecode_615,Endometriosis,0.007205797733708917,Genitourinary,0.013905730921091541,0.005469074946089402,0.023272707079094537,0.9999734466277217,median,qi,pos,NO,9
phecode_614-32,Chronic inflammatory pelvic disease,0.0011481814346765466,Genitourinary,0.013989971300498394,-0.024226930700042965,0.0462584219817456,0.9999734466277217,median,qi,pos,NO,10
phecode_328,Dementias and cerebral degeneration,0.01991104634031743,Neuro,0.014027877965436142,0.010664397046273486,0.016858185206767025,0.9999734466277217,median,qi,pos,NO,7
phecode_328-8,Dementia in conditions classified elsewhere,0.010063854519976432,Neuro,0.014038275686950319,0.008797743549756458,0.018218536753924784,0.9999734466277217,median,qi,pos,NO,8
phecode_108,Malignant neoplasm of the urinary tract,0.013326560731441004,Neoplasms,0.014165372915399821,0.009781750616682815,0.01732424288756646,0.9999734466277217,median,qi,pos,NO,31
phecode_901,Abnormal products of conception,0.0016469408074501614,Preg,0.014611967605863474,-0.013644563796853627,0.044652111352090615,0.9999734466277217,median,qi,pos,NO,7
phecode_700-3,Systemic sclerosis,6.491334267873073e-4,Musc/Skel,0.014690413707934502,-0.019076629147451358,0.05060175372662203,0.9999734466277217,median,qi,pos,NO,3
phecode_520-1,Hernia of the abdominal wall,0.06440228915005017,GI,0.014707516995507597,0.013414557142694534,0.016028973493082507,0.9999734466277217,median,qi,pos,NO,5
phecode_626-1,Irregular menstrual cycle/bleeding,0.028214036949815915,Genitourinary,0.01573052869510949,0.014368487043324234,0.017363583106062674,0.9999734466277217,median,qi,pos,NO,11
phecode_727-3,Osteitis deformans [Paget's disease of bone],4.7603397966398774e-4,Musc/Skel,0.015841348866490967,-0.01696410782430067,0.04621050623945887,0.9999734466277217,median,qi,pos,NO,4
phecode_440-21,Embolism of cerebral or precerebral arteries,9.354462476663601e-4,Cardio,0.015914299471232407,-0.01423223985271007,0.04182537435873122,0.9999734466277217,median,qi,pos,NO,3
phecode_612,"Breast conditions, congenital or relating to hormones",0.0011799041373834799,Genitourinary,0.016705690726450617,-0.004183870051450054,0.03758920643361944,0.9999734466277217,median,qi,pos,NO,12
phecode_704-5,Giant cell arteritis,0.003047062174009157,Musc/Skel,0.01713133864482047,0.009520252586278055,0.02716893469556629,0.9999734466277217,median,qi,pos,NO,5
phecode_371,Cataract,0.12546449247119176,Eye,0.017422244225723138,0.01647325844973609,0.018678537979790875,0.9999734466277217,median,qi,pos,NO,2
phecode_057-1,Human immunodeficiency virus,3.78466453928681e-4,ID,0.017673949786228993,-0.023647870891480887,0.05105239107191106,0.9999734466277217,median,qi,pos,NO,3
phecode_109-1,Malignant neoplasm of eye,3.862226035783325e-4,Neoplasms,0.018039590250973847,-0.026338167789057534,0.059636131622805635,0.9999734466277217,median,qi,pos,NO,32
phecode_123-1,Multiple myeloma,0.0024410105704120054,Neoplasms,0.018048511416380475,0.0041646968682579584,0.03142434438341583,0.9999734466277217,median,qi,pos,NO,33
phecode_626-13,Irregular menstrual cycle,0.013755856625199068,Genitourinary,0.018150330630846145,0.01659510059138307,0.019895421660932874,0.9999734466277217,median,qi,pos,NO,13
phecode_612-2,Hypertrophy of breast (Gynecomastia),9.281065891899427e-4,Genitourinary,0.018281779956136945,-0.022657401758361326,0.04486833097354401,0.9999734466277217,median,qi,pos,NO,14
phecode_121-23,Chronic myelomonocytic (monocytic) leukemia,2.447970672117216e-4,Neoplasms,0.01878143212641703,-0.029235739474732663,0.060140721862010464,0.9999734466277217,median,qi,pos,NO,34
phecode_594-1,Retention of urine,0.03961168327540212,Genitourinary,0.01909018103260074,0.016488473712497637,0.021625272519045023,0.9999734466277217,median,qi,pos,NO,15
phecode_123,Multiple myeloma and malignant plasma cell neoplasms,0.002494912608368411,Neoplasms,0.019126583065701253,-5.365970606605993e-4,0.032778810965591064,0.9999734466277217,median,qi,pos,NO,35
phecode_614-4,"Inflammatory diseases of uterus, except cervix",0.0011077365494373285,Genitourinary,0.01915469782114443,-0.01743137385169321,0.0506522308933752,0.9999734466277217,median,qi,pos,NO,16
phecode_057,Retrovirus,3.924107365171057e-4,ID,0.01933139085744956,-0.015508529182913252,0.0655564787113116,0.9999734466277217,median,qi,pos,NO,4
phecode_381-1,Paralytic strabismus [Neurogenic strabismus],0.002432159482732863,Eye,0.01963510978127364,-0.00260562629480895,0.03948116497723718,0.9999734466277217,median,qi,pos,NO,3
phecode_286-3,Premenstrual dysphoric disorder,0.001838173104031576,Mental,0.019863079376285675,0.01457157416698205,0.026440421654390645,0.9999734466277217,median,qi,pos,NO,1
phecode_596-3,Diverticulum of bladder,0.003067594647246535,Genitourinary,0.020204682999045265,0.013614122306344578,0.02662428454242333,0.9999734466277217,median,qi,pos,NO,17
phecode_139-62,Lymphangioma,2.1697025915007375e-4,Neoplasms,0.020358919762989924,-0.038105320260198285,0.10585798181414924,0.9999734466277217,median,qi,pos,NO,36
phecode_104,Malignant sarcoma-related cancers,0.004317513750234322,Neoplasms,0.02040661160069185,0.008255730754122293,0.029611917193208152,0.9999734466277217,median,qi,pos,NO,37
phecode_628-3,polycystic ovary syndrome,5.261085991162848e-4,Genitourinary,0.020432689528427084,-0.02490825474980052,0.053928985888118425,0.9999734466277217,median,qi,pos,NO,18
phecode_144,Gynecological benign neoplasms,0.06394242699975185,Neoplasms,0.020995590668177577,0.01737694565938091,0.02515188523717741,0.9999734466277217,median,qi,pos,NO,38
phecode_139-54,Testicular limpoma,0.00491426272942699,Neoplasms,0.021193807989800695,0.005638778800135141,0.03778475463119313,0.9999734466277217,median,qi,pos,NO,39
phecode_901-3,Missed abortion,0.0015530835023890735,Preg,0.02119429171533016,-0.006447919474258395,0.04590733332882623,0.9999734466277217,median,qi,pos,NO,8
phecode_705-3,Polymyalgia rheumatica,0.013598136344672433,Musc/Skel,0.021226004644405383,0.017926661824680994,0.024222994466162988,0.9999734466277217,median,qi,pos,NO,6
phecode_144-2,Benign neoplasms of the uterus,0.05072094451155157,Neoplasms,0.02130829314508259,0.01671787400607004,0.025151969068511953,0.9999734466277217,median,qi,pos,NO,40
phecode_208-21,Primary hyperparathyroidism,0.00352712962151569,Endo,0.021536080473705643,0.010031909514523043,0.03170996709201328,0.9999734466277217,median,qi,pos,NO,6
phecode_977-5,Long term (current) use of agents affecting hormones,0.010089630171611016,Rx,0.02163675597988801,0.020131553622095028,0.023672990830534604,0.9999734466277217,median,qi,pos,NO,1
phecode_361-9,Ectropion of eyelid,0.0026613227730345854,Eye,0.021713018426466835,0.01144317720558257,0.03244856814239701,0.9999734466277217,median,qi,pos,NO,4
phecode_144-1,Benign neoplasms of external female genital organs and cervix,0.012692844479649957,Neoplasms,0.02172956000101056,0.013765225151998815,0.02772782011462118,0.9999734466277217,median,qi,pos,NO,41
phecode_614-51,Cervicitis and endocervicitis,0.001990560532982739,Genitourinary,0.022090142537600665,0.0035992138826867956,0.047250643130513026,0.9999734466277217,median,qi,pos,NO,19
phecode_500-41,Impacted teeth*,0.0019081183033348068,GI,0.022189082970886176,0.006793254120173462,0.03879762701880947,0.9999734466277217,median,qi,pos,NO,6
phecode_144-21,Leiomyoma of uterus,0.03532712413285643,Neoplasms,0.022302119405934462,0.018720556698969347,0.026309144845996116,0.9999734466277217,median,qi,pos,NO,42
phecode_106-3,Malignant neoplasm of the ovary,0.006040056657639607,Neoplasms,0.022311317638478823,0.008416683968434948,0.03718547896809109,0.9999734466277217,median,qi,pos,NO,43
phecode_106-1,Malignant neoplasm of external female genital organs and cervix,0.0031764688378736255,Neoplasms,0.022370436751408818,0.0019661249748844332,0.042617540983651905,0.9999734466277217,median,qi,pos,NO,44
phecode_387-3,Astigmatism,0.009649846710759748,Eye,0.022744199213774463,0.017104195263944435,0.029765101235045045,0.9999734466277217,median,qi,pos,NO,5
phecode_977-51,Long term (current) use of hormonal contraceptives,0.00537147319380897,Rx,0.022842545448312324,0.01900184698518356,0.026331556732071347,0.9999734466277217,median,qi,pos,NO,2
phecode_416,Cardiac arrhythmia and conduction disorders,0.10854578711522718,Cardio,0.02288450736142239,0.02113954200945428,0.024359805022298352,0.9999734466277217,median,qi,pos,NO,4
phecode_438-1,Aortic aneurysm and ectasia,0.010507542394834904,Cardio,0.02307567246856118,0.016677662278549762,0.028845207847158008,0.9999734466277217,median,qi,pos,NO,5
phecode_106-2,Malignant neoplasm of the uterus,0.007217804407045987,Neoplasms,0.023118209097079512,0.00736212416986724,0.04293157127789121,0.9999734466277217,median,qi,pos,NO,45
phecode_477-1,Pneumoconiosis,0.0014893159500163266,Resp,0.023135432915761478,0.012214254368217452,0.033295478161067156,0.9999734466277217,median,qi,pos,NO,3
phecode_978-2,Corneal transplant or graft,5.294986483850291e-4,Stat,0.023196860831871946,-0.06351044518026586,0.10891976103801822,0.9999734466277217,median,qi,pos,NO,3
phecode_626,Disorders of menstruation and other abnormal bleeding from female genital tract,0.04696191652087414,Genitourinary,0.02360816488894385,0.02178068084301264,0.02540098642158764,0.9999734466277217,median,qi,pos,NO,20
phecode_120-1,Myeloid,0.007477948232965621,Neoplasms,0.02362377927388859,0.015567144358732396,0.030439887332074585,0.9999734466277217,median,qi,pos,NO,46
phecode_622-2,Mucous polyp of cervix,0.011262438114857321,Genitourinary,0.023839277608562137,0.015596102495307863,0.034824854590082686,0.9999734466277217,median,qi,pos,NO,21
phecode_416-2,Atrial fibrillation and flutter,0.06659207070564002,Cardio,0.02387261509396793,0.02164761351110253,0.025706664643154343,0.9999734466277217,median,qi,pos,NO,6
phecode_361-1,Entropion and trichiasis of eyelid,0.003398934495798152,Eye,0.023907242366454695,0.016964622089895194,0.03518007298444065,0.9999734466277217,median,qi,pos,NO,6
phecode_148-2,Benign neoplasm of meninges (Meningioma),0.00201378376225002,Neoplasms,0.024074480444842727,0.010765737967685169,0.038573350690183965,0.9999734466277217,median,qi,pos,NO,47
phecode_144-13,Benign neoplasms of the cervix,0.011536999326224182,Neoplasms,0.024450865142750022,0.016342190946205943,0.031097960680886775,0.9999734466277217,median,qi,pos,NO,48
phecode_626-11,Absent or infrequent menstruation,0.009100907445131885,Genitourinary,0.024617069812564063,0.021575994668155386,0.027267684437862084,0.9999734466277217,median,qi,pos,NO,22
phecode_108-42,Malignant neoplasm of renal pelvis,3.5626995310770895e-4,Neoplasms,0.024670299370940785,-0.01839316365888141,0.05614759502311501,0.9999734466277217,median,qi,pos,NO,49
phecode_438-43,Coronary artery dissection,4.498040565956998e-4,Cardio,0.02474261683900214,-0.0438227822467834,0.08910882569485094,0.9999734466277217,median,qi,pos,NO,7
phecode_500-4,Disturbances in tooth eruption,0.0022088835534213687,GI,0.024805227894953485,0.009148433308331826,0.0398671576811366,0.9999734466277217,median,qi,pos,NO,7
phecode_466-3,Peritonsillar abscess,8.972937620137665e-4,Resp,0.025193023817848326,0.0032888765380022804,0.052571005570277315,0.9999734466277217,median,qi,pos,NO,4
phecode_106-21,Malignant neoplasm of endometrium,0.006888932931081309,Neoplasms,0.025252762398562834,0.009498779988299448,0.04877401704323192,0.9999734466277217,median,qi,pos,NO,50
phecode_500,Disorders of tooth develoment,0.0023332412843632814,GI,0.026097470170312165,0.012122053801092401,0.03990959986648841,0.9999734466277217,median,qi,pos,NO,8
phecode_431,Stroke and transient cerebral ischemic attacks,0.042286091171734014,Cardio,0.026101666931103162,0.02270749427885041,0.029021461933207256,0.9999734466277217,median,qi,pos,NO,8
phecode_371-3,Nuclear cataract,0.03831478791168441,Eye,0.026806912198047705,0.024085124670891727,0.029412934107384957,0.9999734466277217,median,qi,pos,NO,7
phecode_137-5,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",2.8860833062970356e-4,Neoplasms,0.02685522183834821,-0.027493073150105542,0.09892940496287192,0.9999734466277217,median,qi,pos,NO,51
phecode_438,Aneurysm or ectasia,0.015314259707647748,Cardio,0.026915498592989084,0.02212430383664867,0.03264941851288164,0.9999734466277217,median,qi,pos,NO,9
phecode_371-31,Age-related nuclear cataract,0.03831478791168441,Eye,0.026938953819827194,0.024982637189507027,0.03038906188025361,0.9999734466277217,median,qi,pos,NO,8
phecode_416-43,Right bundle branch block,0.012578980234741128,Cardio,0.02760891952826844,0.021539446308148795,0.034414822006225976,0.9999734466277217,median,qi,pos,NO,10
phecode_149-3,Benign neoplasm of the parathyroid gland,0.0015051545570744255,Neoplasms,0.027627387825996386,0.011134693030997015,0.04594687220175012,0.9999734466277217,median,qi,pos,NO,52
phecode_054-3,Hepatitis C,5.57790035877852e-4,ID,0.027729348981722413,-0.014214931334321945,0.08707189183220923,0.9999734466277217,median,qi,pos,NO,5
phecode_438-14,Ruptured aoritc aneurysm,6.130548843356515e-4,Cardio,0.02773273490711925,0.011976580568884102,0.03972228851160761,0.9999734466277217,median,qi,pos,NO,11
phecode_124,Myeloproliferative disorder,0.004294318301890178,Neoplasms,0.02775977226356785,0.015195257683658592,0.04009031247945845,0.9999734466277217,median,qi,pos,NO,53
phecode_520-12,Femoral hernia,0.0021387965332759266,GI,0.02780082901237635,0.010537989369333886,0.04635511125187156,0.9999734466277217,median,qi,pos,NO,9
phecode_438-2,Aneurysm of iliac or artery of lower extremity,0.00140148031358122,Cardio,0.028321436656945198,0.0146877696969462,0.04426333719240426,0.9999734466277217,median,qi,pos,NO,12
phecode_328-9,Dementia NOS,0.010320811014703921,Neuro,0.028342095230851405,0.023357726514395293,0.03514640246796324,0.9999734466277217,median,qi,pos,NO,9
phecode_518,Appendicitis,0.0061228298672082425,GI,0.0283705074477697,0.013595163046129797,0.039869710043820054,0.9999734466277217,median,qi,pos,NO,10
phecode_430-3,Nontraumatic subdural hemorrhage,0.002028619662679769,Cardio,0.02888401686613301,0.0129223451511034,0.042063988118413706,0.9999734466277217,median,qi,pos,NO,13
phecode_486-4,Disorders of diaphragm,0.001600879288922871,Resp,0.02930776971017962,0.01474511757264812,0.03954023333086839,0.9999734466277217,median,qi,pos,NO,5
phecode_622,Polyp of female genital organs,0.029970310432883118,Genitourinary,0.029370604493071162,0.023209240813420476,0.03609609840788498,0.9999734466277217,median,qi,pos,NO,23
phecode_438-11,Abdominal aortic aneurysm,0.006797613167412884,Cardio,0.029479839687767073,0.024651876598691537,0.035624339574422036,0.9999734466277217,median,qi,pos,YES,14
phecode_431-1,Stroke,0.02770103695547782,Cardio,0.029660943075410895,0.02536831315304645,0.033888410076373235,0.9999734466277217,median,qi,pos,NO,15
phecode_523-3,Gastric diverticulum,4.5581300918194503e-4,GI,0.02968526306684577,-0.014942962213385313,0.07255597079892373,0.9999734466277217,median,qi,pos,NO,11
